Title,Author,Translator,Isbn13,Isbn10,Publisher,Country,Continent,Language,Type,Group,Labels,Status,Library,PublicationYear,OriginalTitle,OriginalPublicationYear,OriginalLanguage,NumPages,Notes
"Τα Drums και οι Ελληνικοί Ρυθμοί","Γιώργος Μεταλληνός","Greece","Europe","9608640008","Πολυρυθμία","Greece","Europe","Greek","music education","","art,music","Not Applicable","Test-Library","1999","Τα Drums και οι Ελληνικοί Ρυθμοί","1999","Greek","28",""
